version,date,run_id,vertical,url_key,taken,lens_id,lens_bonus,lens_multiplier,score_committed,score_counterfactual
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,866165170716dcb4d3dc44d7bda04149b57913441e710ef6ecd1b2fd4376bdfe,False,,0.0,1.25,1.461132,1.461132
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,0b9ac5c9943ac5f386d1bc4fe13abe4811a9db7a45eb1254755f8938f79392ff,True,,0.0,1.25,1.456705,1.456705
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,cd59d51bf99b67a5ed16e26d8260e1a28cb74c95eb8ecef5d0ecd9f5f8291cd8,False,,0.0,1.25,1.448004,1.448004
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,25dcfe4e6380da25fae2260937fe3c180b3d2927c56808cce6c6f61195508f64,False,,0.0,1.25,1.443712,1.443712
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,5c0d5a1470c14ab0eac9edd135a5e8b4ec86150413fa70ca12f82d0b2dd0d661,False,,0.0,1.25,1.438871,1.438871
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,d1a90a74045117446db6b1f15d401ae908275dee768e1b0fb6625d23e90bdc8d,False,,0.0,1.25,1.431957,1.431957
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,1c808c1819d5db0621b84666170f62287b9713cb411a55bc85803a3df954b93c,True,,0.0,1.25,1.429428,1.429428
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,c282d8e8e332230f835a66e96ca8375e803cfe0f8e8946cfe25b486db9b159ea,False,,0.0,1.25,1.413752,1.413752
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,3e1dd1f8d6770e09e44a6f4f6f307206d0cbed0989c87a966d406b35916be517,True,,0.0,1.25,1.403165,1.403165
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,0f170d366abf777c3850d35862b3b89bdf084bd948645eb85dccc59486f00a99,False,,0.0,1.25,1.402281,1.402281
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,3f85b9e932563eee7708a3c9f12182b0251437ee2fe2dd4793d21c432b14e01f,False,,0.0,1.25,1.401267,1.401267
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,fd00907aa9e7c59ce6a9d0757b7299e6197bc11181df2ea804d73a920725bb73,True,,0.0,1.25,1.396446,1.396446
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,6ddb6fcb8eb92808b747a31a79a5790e3b8bfe52bc982c2bb36288a54f029a39,False,,0.0,1.25,1.395302,1.395302
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,95706b924e4a998a0edd6e5823b3c424c2bfbe486f806eecb439edba5bbf6699,False,,0.0,1.25,1.395302,1.395302
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,b04b3d776876031931d2039b45405d61c552058a22bc353c80165fd06bf704d5,False,,0.0,1.25,1.395302,1.395302
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,e05e57a9648aed5258cfb70a415e6fd1e2c4a44fbf24b1f49d6642eb6b74a7a1,False,,0.0,1.25,1.395302,1.395302
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,feac28fcd7b57abf694e4c17399f37c72bade0bddb3d70817d20c489aba829cc,False,,0.0,1.25,1.395302,1.395302
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,8770bfc0b2581445fde546ddd3086638f8d822e84cc29e30ef5e7fa603b3bd49,False,,0.0,1.25,1.382294,1.382294
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,c333d1f7525f3c33cb7339ac771f8dbc261f8ba7654292bccc8dbf23a4f49c39,False,,0.0,1.25,1.357214,1.357214
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,fd1baec08311b505543d5a8c71d0a693c44e2ce54fd7ece1e317669825fe6f4e,True,,0.0,1.25,1.326069,1.326069
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,33b57144172986ea20e6e06b2bb04f49493b2183c042933150f505f21c20934c,True,,0.0,1.25,1.290122,1.290122
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,d2754916e3948b2858f8d57dee2c8a2bd3ad4f677bc32b16b54b5ac4152e3e45,True,,0.0,1.25,1.284955,1.284955
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,7f82d995c515e5ba429e7e06d184bac39c4f16f7fff73a80b082fdc2812fc58f,True,,0.0,1.25,1.279521,1.279521
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,ai,095eb3012d75db8fc414c48e66798b2b84c00e628b365508d68fbe4bb934eef8,True,,0.0,1.25,1.239618,1.239618
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,a2e3c020e86e4b98495674974518096fff2513fa002d41d29ebb9dbb7162b480,True,,0.0,1.25,1.517185,1.517185
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,2f839e77ffe7389db5e4b08b395278fb7c9ed75f7ade08b27fd9513aa2f3fbde,True,,0.0,1.25,1.441955,1.441955
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,ecb0ee6194ac273c04245eb1b68f96c0305084779a87f6312ca8787fa6d3aa2d,False,,0.0,1.25,1.191778,1.191778
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,5fdfcb8fdf33f5981abade60962de3ca089d9a7799362aeb6bdee20e6b6dba48,False,,0.0,1.25,1.18661,1.18661
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,9e58245e6b5794934c20615e1cf173bfa06ad43365ec3b0026888ebf7148c067,False,,0.0,1.25,1.165792,1.165792
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,6594dab27da28a9834f629eabf134093951e41b4d917697baadba0b95829513d,False,,0.0,1.25,1.162641,1.162641
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,5a27781174e30f68db1771bf7abae57af4deecc05d8ccc5de90f24e1488a426f,False,,0.0,1.25,1.149826,1.149826
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,3cc14149cc19d4fc193be39ee2293554cccb31f936afd020d019cce4024c85e0,False,,0.0,1.25,1.149107,1.149107
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,34bbf293cd0c5dbb907b93878811181ac952130e1d4f55de7ae866e0dafc9093,False,,0.0,1.25,1.118268,1.118268
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,ce4567e06f8c12ff99787aa185c2add00f02d5b6fb4986acb38c1d66aae896d0,False,,0.0,1.25,1.117608,1.117608
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,f9b6016ce039164d68f8736c2a2a16f74aaace4c7aa6e9dd9320fb645d5517eb,False,,0.0,1.25,1.117608,1.117608
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,d8737b8b62d0102ba4cfc2b8c009c7f3613c615c5490feb7f4157a2f423d9912,False,,0.0,1.25,1.117603,1.117603
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,71c173650b5b405b60aea96626f59340340c208beb8c7032ff4520ad99fd2bb7,False,,0.0,1.25,1.114456,1.114456
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,31de4c188bcbf76a693243512fc7a3672887eae7fb93d1112078fe8e4350341e,False,,0.0,1.25,1.112589,1.112589
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,4ef154690f5969be2cf9c53dc16b1cbf84543857588f95eed0fc946107883c78,False,,0.0,1.25,1.110215,1.110215
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,c46276d39c690bc10b499b69f84479846816bfb318419070ce6f4f51b859c202,False,,0.0,1.25,1.043949,1.043949
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,ee630aaaed65449c4146311e7ba411dd6e3c59864eb4b211a15b70d58319a3b8,False,,0.0,1.25,1.043712,1.043712
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,91fda5d8abe35cbfdab9af3d3523942ee0c57d2ffe223827f0feb670696213bd,False,,0.0,1.25,1.040873,1.040873
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,2fe08e934bc3a1c761fbf444086d0d4bd360a8da7bacc984191dc42c40489445,False,,0.0,1.25,1.037388,1.037388
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,f11fcea17a52bc615d4b9bb8cc651cc48cf7a4cd2aef748eeb657ef627336d01,False,,0.0,1.25,1.02695,1.02695
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,77453a6f980b025e1dda7c0e0c5da769949cea6bf75d1692b653578d669f409d,False,,0.0,1.25,1.010822,1.010822
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,energy,c34cfa4886539fcd2bdac9a1ee178fbd84b47b50c103ccefb520fb98bd1a7b0f,False,,0.0,1.25,1.005231,1.005231
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,4773110a5ca5ca662acf252465ad1b856ae4ce591c4013877d017b7f1b996f3c,True,,0.0,1.25,1.729741,1.729741
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,b792f2567d0e36d67d671985719f0231fdd269daf0d386fe4c307e7ca785edf3,True,,0.0,1.25,1.686622,1.686622
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,29cc431309d512a97f931a427db5aea7fc0427035666ced1198ef9c17481fbce,True,,0.0,1.25,1.681014,1.681014
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,d60553c55a6118b347aa78a09cfeb1d486f51d1ea90f88e05d16c831bfd31b38,False,,0.0,1.25,1.681014,1.681014
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,eda327bf1d95fe920c1feac75b75b5feb26999d3c1f163962edf552f2233e107,False,,0.0,1.25,1.671681,1.671681
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,9c3d020051f39f01b58353101899ba6078a5d419d8205386de1111a82219565a,False,,0.0,1.25,1.66994,1.66994
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,72a566eb990adb7662188e38a65327e83853b02add9e3b9150b533f64cb64243,True,,0.0,1.25,1.667319,1.667319
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,43d9edb53be4c2bd35999ec808b2fa18d5449651aa3bfb29a49e0b432fc346e5,False,,0.0,1.25,1.659604,1.659604
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,346fa3ff3fe75b075e4581efc6186f77a5f737cda0fe71404b2bef6599112e0c,False,,0.0,1.25,1.654266,1.654266
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,56c34ad3274f22a05fa873d67ca189e1f953b7f5689e3fb3354a4bcbf996efe6,True,,0.0,1.25,1.644174,1.644174
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,cfc521020ba27cc138637944f44bc676096bb5952a94e47a182f82a20a223f22,False,,0.0,1.25,1.634453,1.634453
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,3e05d877b47dac2641c511527b9114190bc3f19c8d75d9dcc356b5036e050404,True,,0.0,1.25,1.607309,1.607309
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,adf814ac513b748eead208afd62ad3d23a07bad85f283c50f1ec776a79a9aa94,False,,0.0,1.25,1.580344,1.580344
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,76fd7f5503d1e049dc8f1e2f0f72accb07a582c4d3fe9464affa2ccb2273fb6c,True,,0.0,1.25,1.553021,1.553021
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,c2c8345eeb1030b5aa38ca73bcdebf28b86b0c14a0cc9c9cb353fb427e9995c8,True,,0.0,1.25,1.45566,1.45566
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,a21930cf39278c67628be9a3a2ec9dab78ae77164ec7468e6f448c39ec4a4348,False,,0.0,1.25,1.377688,1.377688
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,ee2bd8975cfbfb644203b972ae06b0392c08d02f3d98183ac67e54d5bdc7b999,True,,0.0,1.25,1.290495,1.290495
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,483e11be5712cd8b23db25990c6fb74bb0322a3ba05e4ebb803abddb7b7d1b9c,True,,0.0,1.25,1.279521,1.279521
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,c83c2956e5164465a0bac54782ad83f31690c3a2ac924e61241d9328723a8b0a,True,,0.0,1.25,1.229741,1.229741
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,8a4d40755c9ab6033ca9ba45fbfc7c0c5eae1adaa0af92094154fc9c5ddb754f,False,,0.0,1.25,1.229741,1.229741
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,9919e8640992d3bdf74f0cd8f92143abc2dac5980d3005f0b5bdc0a69f45625f,False,,0.0,1.25,1.229741,1.229741
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,7ce33442daf6d8e7966f9a524c2d83c2bc26f131b488ca3226b8b29b575256b3,False,,0.0,1.25,1.229741,1.229741
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,efe7f2a2ce404aba74203018c80f55a02de1e11b64e4b712eff5071ece2db725,False,,0.0,1.25,1.229741,1.229741
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,f9ec268b8941252910d474f3754a23202894dcfa4a32980bd0d27ec5abfba7f5,False,,0.0,1.25,1.229741,1.229741
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,ce15d84fa4c5d5a7a118110b2e03469583e022e35fb9228012fec14bdbb2285d,False,,0.0,1.25,1.229741,1.229741
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,b4930ea95c8d37ddd4d97e3d70aa6a67ae1efedc2e7897bf21ec18526648811f,False,,0.0,1.25,1.229741,1.229741
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,a9b37e15f9938458876ff56482d1c3972e1eaefb6de17f400a53abc0c183de78,False,,0.0,1.25,1.229741,1.229741
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,1d7dfc7ef949855175ff39405b2864f772d35183a76b400949093acc0505e26f,False,,0.0,1.25,1.229741,1.229741
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,32e548965d6e48d7fb4fd25703d4c959915a8373f87305b1204c71ebf6e33af4,False,,0.0,1.25,1.229741,1.229741
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,c3b19e8ae650a19416c78a411e775aa44ff243800c59aa1a347fae6f86524792,False,,0.0,1.25,1.229741,1.229741
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,cf4333376a78cf965dec7054afe01b86ad8633ca6483548ed81d710930c444c5,False,,0.0,1.25,1.229741,1.229741
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,6e664648f833d01065ccbbc01fbf8f362f5416f9e3031584d076f8044216d8d7,True,,0.0,1.25,1.196551,1.196551
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,09e95f3772e11cb803b9d2dd5829362c5d398cee346d9e2de425ea992a426e2c,True,,0.0,1.25,1.196162,1.196162
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,5e2498da4dbe99d547c4ec27620e738d97fe0a99eb09b9f93c1bca2224046c0d,True,,0.0,1.25,1.193737,1.193737
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,business-economy,f6e52d9f4bea66873024b31f4e7f81bad7cbdd2d3814f7759886cf12aac1bda4,True,,0.0,1.25,1.193521,1.193521
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,72a566eb990adb7662188e38a65327e83853b02add9e3b9150b533f64cb64243,False,,0.0,1.25,1.667319,1.667319
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,56c34ad3274f22a05fa873d67ca189e1f953b7f5689e3fb3354a4bcbf996efe6,False,,0.0,1.25,1.644174,1.644174
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,732592f80b57934dcad37852d91febdaf2188055554fb9beb1e3935f7de3c122,True,,0.0,1.25,1.601745,1.601745
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,4a2d3d6123729dc83c122e2ee2f22f7d3e0a41ce1f674a1003e3cb00db21fd22,True,,0.0,1.25,1.538214,1.538214
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,4672c6dbf901638ee732449c9061520d65434d31180b36653df92fd73267e642,True,,0.0,1.25,1.487419,1.487419
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,fbf0bddfa4cdb07fbf8e2f98fd1f18fe72673f14b81868ddc3f068e413e39c7b,True,,0.0,1.25,1.462554,1.462554
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,7491ce1418937eedacfda644d7810f97eda882b2f49f20c4396a821a9168b9f6,False,,0.0,1.25,1.461615,1.461615
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,35bad6cd1704839e7c29d887b36af083b4ded6cbd444493d5d58a4c706d53b85,False,,0.0,1.25,1.435865,1.435865
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,e16b5b146d0237d87d885c0834784160b75b40e54a130b1244ade042906f94be,True,,0.0,1.25,1.431347,1.431347
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,1492164b775913082730b24b4b25552d4e889f2b56ea3b5a286b582662d337cb,False,,0.0,1.25,1.391706,1.391706
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,670032a49810053b4ca538e6fa72bae16b68458d46a17bed8cc619793cab9387,False,,0.0,1.25,1.391142,1.391142
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,e7aec466dce1e2587d7306aea045b434fe8e66f7b4fa43d40cf3b1c98f63acf8,True,,0.0,1.25,1.354662,1.354662
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,b58f9fc76f1948d6d79ad9aa436cb84795fcdbc86b3cd3d3c82a936915d9a72d,False,,0.0,1.25,1.322014,1.322014
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,bcd35ad0a4e9ac95cc183ed00df3516def680ad400c0399858361047d099a91a,False,,0.0,1.25,1.311618,1.311618
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,4bdfb008fafc23328f44b3af8b542669a2fb6e5a22e2feaf8cf3990ac70108be,False,,0.0,1.25,1.311558,1.311558
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,0e5e6b79ab297ccc1809afc95a52e444e130e242f1b027ebcbaebb447cfa3762,False,,0.0,1.25,1.307022,1.307022
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,aa145095df35ca6141863cbbe0c4f69eb66ca85da5b0e38ce8cd4c62b3fc0bfe,False,,0.0,1.25,1.306723,1.306723
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,2510c8945bcc9c75c41383890f12911ffe923348f98d257ddbdcb390507f0443,False,,0.0,1.25,1.304794,1.304794
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,8c53e31411a078ca5d44538951fb50382786978f6309e256a447e0595629c868,False,,0.0,1.25,1.296332,1.296332
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,889c3bc0ea782259298dac612352c6084dc675897f570d445a6953e30f160e76,True,,0.0,1.25,1.285464,1.285464
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,99f85e969f202024137bd21d96a8faaff5cadc81de23220c43de0c6c11d74ba4,False,,0.0,1.25,1.281577,1.281577
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,d82435ebcaf9df7ed018366a9bfc3c431482a919db6fdd0a2f8e6a9a896bc456,False,,0.0,1.25,1.280162,1.280162
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,63919e864d00bd378fc826226af339f271d866590f1206f5c5122ff4f02a9715,False,,0.0,1.25,1.27822,1.27822
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,1b8c53d4147216a3307b4293bb2353102cf63ad97a87f5e9ef04beca6cc1682b,False,,0.0,1.25,1.277825,1.277825
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,ba6f565a30a5e1d3e69ccc6988cd80c313f86d5419c91ee33756034dc4070c06,False,,0.0,1.25,1.277596,1.277596
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,2952f2e9897f2c904aebf6d4356b4094ac563c036bf20955a0a4d6abbc5c7d12,False,,0.0,1.25,1.261638,1.261638
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,adbee8997f1b272b06e768c88d6b8e064b56f2176cef213a325696dcbf6a0206,True,,0.0,1.25,1.257989,1.257989
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,58022f7cbcec40046cd703e7a463299de03e6302ba5e366b33b3187ecba0fba4,False,,0.0,1.25,1.255501,1.255501
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,09855974202809c4acdf3aa214aeccc8da3a9314ef4ada2d8ee01169309145c3,True,,0.0,1.25,1.248807,1.248807
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,3d1e4b0298e7f7c69facc7e1ea08ed20eaa8f2bcea68ecd54e5c6f26ae82707f,True,,0.0,1.25,1.247157,1.247157
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,dd240f6e8e62e2e12da173ba139970efafc64f8781d954a60586e53a0ae6f738,True,,0.0,1.25,1.246776,1.246776
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,f4f39c4e373973b22a0666944be811adfcc1de092f8fc6814ba8893e1768ca92,True,trade,0.3,1.25,1.198887,1.273887
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,1a749730431bdcc10270a5df981d33a2d3767bb889c9e5658091504aeae62c3e,True,,0.0,1.25,1.193756,1.193756
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,world,911065db7826484d7c94aa58e12fe2fbaaa3cfe3809d9ffb58c7baae08591568,True,,0.0,1.25,1.193039,1.193039
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,india,053879fa8ecff473f59b27d187f2fef06ec8dc391836d18c0e74fa90da076784,True,,0.0,1.25,1.698718,1.698718
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,india,aa84bfc5574c4f09d7d5359ac7ee02a1ca79f903eb46c0a6cc37022ab6b0a08b,True,,0.0,1.25,1.69354,1.69354
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,india,78a3e6312c63c996e68c65d326fc4f76ae885f3f3f22e8098c9f540210e2256f,False,,0.0,1.25,1.693191,1.693191
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,india,db5e203ccbfb4cece3dcac1fec18c315249e3d9e6b61556f1d53cdac6bd3089b,True,,0.0,1.25,1.685513,1.685513
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,india,5db5044cb7d70015bee0dd438b49cec7cec4b8b1d35f0f7c62e396850b43e7c6,True,,0.0,1.25,1.680555,1.680555
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,india,e68d788bae1df34d9fc1812a4856183148f359aa8370cf2df0eb51caf54283e7,False,,0.0,1.25,1.679574,1.679574
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,india,16f7a74b8833fe9636ce06430dbe6f2dfe9cd4b15fed3a95a7b5923b13e95188,False,,0.0,1.25,1.676594,1.676594
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,india,154b7c0728c440d5bf8171dfb5bee473297d3df3fc983e763816dfbdcb866e6f,True,,0.0,1.25,1.668856,1.668856
2026-09-14T11:00,2026-09-15,2026-09-15-34943695821,india,99b5ada91b57258f71ac4204efdb437ab3bc3ac14e9ade6e808f930b70571a2e,True,,0.0,1.25,1.665284,1.665284
